0.0000 98.1287 87.1600 151.6816 148.1810 48.0347 169.7494 165.4067 65.6267 552.8361 80.8842 230.1820 108.1990 118.7217 153.2941 367.9344 134.3390 69.3673 54.5491 135.2001 41.5373 303.3121 101.6008 70.6226 203.4462 223.2984 208.4916 190.8847 221.7025 51.6896 39.5687 135.4855 145.7246 294.5354 113.7150 92.1468 98.3782 70.2308 192.5815 137.5319 95.0535 243.2855 187.5833 77.6980 128.2890 203.9662 325.1844 149.8484 55.1740 100.2742 91.0386 173.7803 270.3900 197.0294 114.7713 186.4238 61.2404 259.6682 82.0706 166.1010 175.1863 204.6216 217.9197 34.0190 303.2638 129.8541 164.8312 141.9978 184.5187 86.0076 106.7859 72.1084 161.7048 178.0624 67.2889 225.4892 72.2955 215.4789 108.0165 261.3431 388.0937 65.7274 73.9204 65.8716 209.3078 179.5758 441.1539 116.2845 90.4330 60.0760 188.8678 116.5020 101.2097 310.3700 112.7769 87.5215 141.8478 137.5940 42.8444 68.8261 93.6561 93.7143 109.9085 235.2143 74.0708 111.5166 250.4396 207.9172 244.4516 91.2432 162.1801 120.1752 81.2006 63.5307 88.7863 298.4776 126.3284 31.7328 140.5546 271.8210 107.6406 151.8933 133.7423 30.4648 174.7980 73.7113 70.7865 31.0164 105.7560 219.9252 131.6881 136.7602 105.9651 109.1041 170.0953 156.1127 160.5291
98.1287 0.0000 140.0124 156.3556 90.8960 78.3979 86.7341 104.7426 69.0064 560.6297 150.9747 244.6341 153.5859 72.6337 187.4838 381.7793 102.0342 77.9783 129.9660 89.8609 74.6339 320.1027 70.2279 139.1347 223.1051 239.1603 234.2068 99.3672 109.7189 59.5856 83.8526 90.9992 87.2333 306.3123 77.6853 61.1848 58.8149 129.8291 94.1846 172.6991 98.1900 180.3695 208.9503 52.0113 73.6743 200.3512 340.7545 136.3158 121.9101 70.1073 77.4664 193.6246 299.2305 218.9894 160.6088 74.7941 78.8322 279.6718 49.0400 188.4950 132.2928 120.0295 239.3842 105.7811 315.0195 98.9750 191.3167 73.0477 87.1422 60.3629 126.9977 138.6102 141.5839 129.3833 58.4948 176.7884 109.0523 94.8539 66.3996 173.5761 404.8694 148.3787 152.2915 66.7128 234.4822 201.8924 446.0837 71.1781 66.5778 114.6084 91.2743 159.0620 82.6502 324.4957 81.1985 97.4182 173.6011 74.3664 98.6918 97.4435 151.9443 77.7648 73.5512 126.7409 151.6879 160.0311 138.1676 92.6283 123.1023 95.3787 192.8530 84.4529 151.2579 68.2009 143.2154 319.9727 162.2948 91.5415 174.0049 118.1432 147.4556 77.7546 162.6814 108.5374 85.2984 64.3635 105.0633 102.6931 159.0696 239.6354 78.1658 168.2566 70.9026 77.4235 86.7909 106.1810 186.9584
87.1600 140.0124 0.0000 134.8820 188.5898 87.3607 190.5289 195.7104 106.6835 536.5943 165.8529 245.4971 164.6949 164.5923 168.0094 372.9665 152.3088 99.8766 165.9741 165.1398 90.1727 310.4352 121.8973 170.7964 209.6268 256.5175 257.9705 239.2018 269.5897 101.1305 96.9227 150.7431 183.8390 298.4215 141.4426 119.8211 140.6974 123.4703 225.0536 151.7084 124.7505 256.2810 211.1701 119.8416 167.9583 222.9296 343.9524 148.6353 108.9898 129.0104 126.0333 193.1816 336.6948 222.5968 166.5985 196.4046 101.9887 268.2586 116.7966 189.0516 204.7232 240.1372 244.1068 83.5207 318.3392 162.6302 189.2778 188.4348 230.7137 123.3084 117.0233 180.8888 193.6203 214.2207 114.7481 241.8896 90.3190 267.2154 142.3645 302.1811 397.4440 200.2505 97.0236 105.2343 244.3636 180.1681 371.3326 160.5787 125.7579 87.9571 215.9789 166.3304 131.8775 269.4233 153.2200 108.2675 162.1920 179.1228 94.0489 107.1871 159.4465 135.3879 148.3517 278.9024 203.1662 192.9266 293.6225 213.3193 284.8079 128.5474 178.2582 154.1857 197.1155 102.6936 164.5179 336.8946 152.1100 87.0888 172.7086 309.6684 162.8790 191.7829 163.1235 87.7558 191.9030 107.8634 102.1953 86.6697 133.0523 248.9134 166.8060 156.3465 150.7268 162.4834 212.6524 183.3148 186.3102
151.6816 156.3556 134.8820 0.0000 192.7761 137.4719 204.6766 207.6499 150.5776 542.0907 142.0297 246.0726 172.9672 175.0729 175.6282 369.7071 175.7227 64.9819 156.3965 182.0573 127.2980 302.6856 147.8831 194.0273 119.4646 253.9550 259.2017 244.3635 274.6784 133.7879 131.4460 162.5653 187.2135 259.4668 156.1614 144.0684 174.6119 136.0500 224.6968 132.1323 151.4500 243.6446 215.9576 156.5710 176.3862 224.4084 344.5108 86.5356 114.4502 152.6099 151.4347 142.0987 336.9859 183.3220 170.0685 209.6271 135.5080 273.4778 147.1736 160.9734 226.2442 245.0529 226.8330 144.1169 305.9832 174.4202 120.8750 205.6279 240.0217 140.4607 131.5094 189.4067 212.7589 233.0587 137.9544 225.5978 133.4304 272.4756 160.4280 281.7273 409.3547 206.9624 155.7724 110.7466 243.1589 169.0610 390.0227 182.5750 146.3751 122.1526 222.0499 149.9538 154.8205 314.4321 189.0878 141.7693 154.9706 186.1619 126.9419 152.0819 156.1031 163.9032 146.1756 281.5383 222.9084 170.3755 283.2886 201.1144 278.4166 146.1226 138.0302 176.8123 207.5732 133.3029 153.2928 298.2633 165.9424 130.9442 182.7261 302.9065 159.5059 200.9165 174.2622 127.4831 179.2896 120.0231 133.8976 142.1479 141.4827 244.4937 187.8399 168.0796 170.7296 196.9828 225.6789 195.8571 182.1526
148.1810 90.8960 188.5898 192.7761 0.0000 117.1812 89.8541 98.1364 119.1807 565.3813 261.8921 300.9496 240.4348 93.6594 260.6213 411.7117 112.6507 117.2350 229.4213 95.6705 126.5785 349.5781 111.5594 224.9108 277.0743 301.7070 295.5788 105.5486 111.3565 99.3094 141.9174 112.3585 85.9021 333.2760 97.1497 113.0126 81.3567 224.8931 93.7720 250.1466 127.3057 149.0439 278.5696 88.6791 88.1938 211.6719 377.8094 157.6689 210.6696 86.3974 85.7780 265.9590 342.3693 285.8862 246.5630 92.6554 114.4462 324.9418 89.8821 265.7969 117.5809 112.5832 287.8880 167.9200 358.0748 97.7625 259.7528 92.6851 97.8006 89.4647 188.6972 231.4205 144.2795 133.1795 95.4293 188.3585 120.2532 105.8910 94.3890 138.3695 432.8903 238.2432 177.6961 112.9818 292.4200 267.8438 468.5205 91.1640 93.2208 184.0427 96.2201 244.5005 102.3090 357.6292 85.9531 121.6607 251.6904 89.5925 146.1975 95.5004 231.7893 97.0843 84.7816 123.0783 231.0771 243.0388 122.3165 116.6984 126.8356 117.4928 285.4655 93.7583 221.8345 89.7293 235.0312 362.7894 240.3937 157.1923 254.1439 122.1745 236.2937 104.0743 243.2145 183.1410 93.7486 103.3154 163.1459 175.4978 247.5380 298.0704 91.3980 242.4052 93.8949 93.0915 95.1241 86.9464 257.9384
48.0347 78.3979 87.3607 137.4719 117.1812 0.0000 143.7421 125.3378 64.2038 534.8975 104.4742 232.8813 123.1750 78.0529 154.5283 358.1220 114.4406 68.4817 89.9880 112.7498 51.5528 295.4672 92.6764 99.9199 205.2666 233.0910 212.6520 108.7077 130.2869 54.2700 53.4019 121.4701 113.7604 288.3525 94.7306 89.0129 75.0397 82.1469 133.8011 142.9958 72.9950 196.2548 189.0636 58.7422 98.5579 154.4052 319.9810 140.5661 65.3293 83.5596 79.1135 170.9304 280.5809 196.8134 122.3730 164.4007 61.7005 254.9733 74.5021 163.6781 116.6971 145.1813 217.8355 55.9751 301.9411 87.1839 166.2320 86.7570 109.5368 70.4730 82.8582 104.9505 113.0570 98.1663 53.8044 182.0352 81.7561 106.5295 70.8869 211.0729 382.0851 110.3886 78.6255 73.4134 211.5680 177.3542 435.0796 82.0174 57.3009 65.7992 149.9218 122.5838 76.9507 304.2044 67.4259 73.6687 142.1460 86.7055 62.3373 70.2245 94.6008 70.0781 78.2576 147.3198 113.5694 132.2291 179.0768 183.1597 157.4210 74.8638 155.9685 87.3204 106.5989 65.7870 107.5707 302.5859 133.1872 47.8389 151.3230 192.3023 121.2005 109.3324 137.2107 52.4127 140.8566 61.3974 68.3304 45.6139 107.4031 219.4372 93.1149 140.1683 64.8834 74.3826 92.8771 136.1876 164.0138
169.7494 86.7341 190.5289 204.6766 89.8541 143.7421 0.0000 100.2596 122.3094 568.7947 248.3960 291.6680 229.1756 97.3529 248.0832 406.8001 107.9545 145.7112 218.0714 107.9521 128.4375 348.8072 88.9102 215.4140 282.2184 301.9182 287.1795 131.2546 118.5209 92.9845 134.8849 96.3380 88.1381 341.7235 84.0039 85.6151 75.9379 211.6096 93.3360 239.5241 135.2749 174.8400 269.4102 79.0684 95.0539 195.1433 372.5927 155.2683 198.1601 77.2461 82.7516 259.9903 335.3879 277.7730 236.5880 81.4435 138.8156 318.6641 81.4181 257.5344 136.2900 124.6227 288.4006 172.3613 354.7078 100.1157 257.2900 108.4633 101.0463 100.3254 186.9572 220.8353 147.4359 154.8738 116.6563 193.3960 129.2467 126.9238 96.8473 166.9556 427.5154 227.8527 183.0196 119.0719 287.9906 257.5731 467.1473 104.6901 109.2835 185.6530 96.5332 233.0165 101.5087 353.8236 99.0001 152.3207 238.5316 103.6590 156.3825 112.9606 225.5993 99.8422 92.9803 135.6075 220.7601 236.0489 138.6985 100.0549 156.2204 141.3595 277.1193 113.9773 216.5644 83.0288 223.5141 356.4619 229.7130 166.9689 244.3776 138.1585 225.2151 97.2629 232.2377 178.2104 88.0286 122.8746 135.6064 177.7242 236.8948 290.2118 86.4036 230.2790 121.1639 112.4677 119.7646 94.2586 247.5947
165.4067 104.7426 195.7104 207.6499 98.1364 125.3378 100.2596 0.0000 133.2837 586.5268 284.3821 312.1336 260.5324 111.2222 267.2044 424.2872 113.6656 128.0676 259.0398 98.2460 137.7353 366.4253 132.5816 252.5931 310.7096 330.7394 320.3356 109.0792 105.5671 92.9242 161.1121 115.6705 92.2738 373.1529 90.3661 120.9184 96.8561 238.7262 89.3429 260.5376 117.4229 152.2454 298.3079 102.9534 91.4784 180.0146 397.8433 172.4284 222.7910 81.4739 82.7518 288.1724 372.6103 304.9864 267.2050 85.7220 132.1604 334.4418 103.0878 279.1510 126.6833 109.0408 318.7065 176.0413 377.4533 96.5540 289.8312 92.0904 103.5999 89.6592 191.5670 261.8727 135.2259 136.6643 104.1698 181.4559 133.9885 112.4407 89.0595 137.3761 450.8686 274.2367 176.5255 136.9013 315.7813 272.2763 482.2192 97.9011 100.3829 187.8624 111.1223 264.6202 116.1282 367.7835 91.1512 129.0995 252.0185 91.4027 167.4439 96.3839 256.5075 109.5779 87.5391 121.6382 268.1217 276.3224 129.2919 122.4616 129.0426 120.8123 301.2000 87.9371 260.4031 84.5859 258.7241 389.8745 253.2206 170.6919 274.8690 144.7947 257.6345 122.6201 256.4020 193.7739 89.0579 106.9503 159.7242 183.5584 251.7523 320.2734 95.0400 249.5756 107.0009 109.8012 103.9512 84.4198 272.0147
65.6267 69.0064 106.6835 150.5776 119.1807 64.2038 122.3094 133.2837 0.0000 530.3216 97.9681 225.3106 115.6358 82.6002 159.1286 356.7642 109.0928 73.6339 76.7017 113.2795 43.7348 298.0707 70.8105 92.6380 221.4052 227.1382 208.0219 120.4461 140.0126 60.4753 46.7142 109.4729 111.6966 297.3247 86.8472 69.3920 72.1476 84.6702 126.8171 147.6300 103.2107 197.5219 187.1119 55.0755 100.2014 218.1560 316.7911 148.8585 69.3699 78.9196 84.4088 177.8176 272.7431 202.3626 128.9896 122.4889 66.8626 256.8783 67.8508 151.0038 126.6184 147.1946 218.4765 63.9191 300.2607 97.9654 179.5929 89.0092 119.4903 74.4167 72.4047 89.3746 142.7042 119.4464 59.3623 191.3363 85.0659 115.4280 79.0034 211.0709 376.0664 91.4454 97.0077 66.0284 209.6651 182.7520 431.1139 87.4170 73.8613 76.9627 133.5156 125.9067 82.5183 304.9897 83.5172 86.6651 144.3988 93.9805 58.5676 70.8155 113.1708 73.4331 81.2816 156.4112 95.1403 123.3713 191.8232 139.6616 165.8754 98.8405 165.8885 97.1641 93.3226 67.2134 99.9831 296.9043 129.5195 58.5896 144.2540 188.5730 109.9230 98.3754 132.5339 57.5596 129.8334 68.7565 84.4310 59.9922 109.3409 214.9662 89.8703 137.8245 66.2493 75.4143 101.6895 123.7497 161.5851
552.8361 560.6297 536.5943 542.0907 565.3813 534.8975 568.7947 586.5268 530.3216 0.0000 247.5294 612.1270 535.1909 562.1723 159.1691 146.4948 560.8840 533.6610 463.1607 561.9440 535.0673 148.7874 541.2635 539.4471 531.6476 558.3715 492.4512 608.1073 632.4687 539.5797 540.7904 557.8448 570.9973 160.3850 549.2982 546.8399 568.7395 440.2625 588.7832 487.8982 560.8857 622.6643 549.7147 548.6537 572.7561 702.6606 147.3034 534.5876 529.2435 549.1909 547.0144 545.9053 597.6208 149.1096 472.0214 568.9078 545.3182 164.6918 553.5480 533.9215 581.8829 617.0664 204.6314 553.2816 581.3216 585.9609 508.1459 591.1658 604.6387 554.7966 541.6198 436.3569 618.0417 599.1105 541.3043 613.6322 563.0441 634.3689 553.9055 624.4976 182.1974 530.2487 581.3833 539.8904 160.7140 184.9758 638.1660 565.6663 538.8378 541.6864 598.1790 209.1910 569.1722 517.0030 562.1411 553.2191 529.6929 571.0167 546.5806 569.0987 243.8211 563.8931 547.1992 638.9130 536.1079 323.9761 640.7505 511.9898 633.4516 537.9076 275.3473 563.4725 492.5142 565.3683 422.2872 457.9303 543.8506 536.1859 541.8998 648.6296 538.8435 570.5108 542.8460 523.2864 572.1507 540.9000 549.6228 536.2897 502.8184 369.9445 574.0019 542.4108 578.8901 585.6539 598.4421 563.0047 542.7621
